Avg Cost Per Mile,Avg Customer Revenue,Carrier,Cost Per Mile,Fiscal Month,Fiscal Year,Fiscal Quarter,Lost Revenue,Parts Cost,Parts Count,Region,Type,WW Area
0.188383046,$390 ,ADRIA AIRWAYS,$0 ,Oct,FY-2015,Q2,$143 ,"$1,404 ",4,LOCAL,Budget,Central and Eastern Europe
1.132075472,$600 ,ADRIA AIRWAYS,$1 ,Oct,FY-2015,Q2,$0 ,$540 ,1,LOCAL,Premium,Business
0.451519537,$468 ,ADRIA AIRWAYS,$0 ,Oct,FY-2015,Q2,$1 ,"$1,685 ",4,LOCAL,Premium,Central and Eastern Europe
0.563614014,$459 ,ADRIA AIRWAYS,$1 ,Nov,FY-2015,Q2,$2 ,"$1,651 ",4,Corporate Office,Premium,Corporate Office
1.120967742,$556 ,ADRIA AIRWAYS,$1 ,Nov,FY-2015,Q2,$0 ,$500 ,1,LOCAL,Budget,Central and Eastern Europe
1.093103448,$634 ,ADRIA AIRWAYS,$1 ,Nov,FY-2015,Q2,$68 ,$571 ,1,LOCAL,Premium,Business
0.444079462,$568 ,ADRIA AIRWAYS,$0 ,Nov,FY-2015,Q2,$2 ,"$2,555 ",5,LOCAL,Premium,Central and Eastern Europe
1.337837838,$495 ,ADRIA AIRWAYS,$1 ,Dec,FY-2015,Q2,$6 ,$446 ,1,LOCAL,Domestic,Central and Eastern Europe
0.715403129,$396 ,ADRIA AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,"$1,070 ",3,LOCAL,Premium,Central and Eastern Europe
0.478904847,"$1,067 ",ADRIA AIRWAYS,$0 ,Jan,FY-2014,Q3,$0 ,$960 ,1,Corporate Office,Premium,Corporate Office
0.306397306,$182 ,ADRIA AIRWAYS,$0 ,Jan,FY-2014,Q3,$0 ,$164 ,1,France,Domestic,France
0.838963964,$373 ,ADRIA AIRWAYS,$1 ,Jan,FY-2014,Q3,$148 ,$671 ,2,LOCAL,Domestic,Central and Eastern Europe
0.903125,$289 ,ADRIA AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,$260 ,1,LOCAL,Freight,Central and Eastern Europe
0.785421785,$320 ,ADRIA AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,$863 ,3,LOCAL,Premium,Central and Eastern Europe
0.428571429,$234 ,ADRIA AIRWAYS,$0 ,Jan,FY-2015,Q3,$0 ,$211 ,1,Corporate Office,Premium,Corporate Office
0.372315036,$312 ,ADRIA AIRWAYS,$0 ,Jan,FY-2015,Q3,$0 ,$281 ,1,LOCAL,Freight,Business
0.548818547,$616 ,ADRIA AIRWAYS,$1 ,Jan,FY-2015,Q3,$62 ,"$1,108 ",2,LOCAL,Premium,Central and Eastern Europe
2.763326226,"$1,296 ",ADRIA AIRWAYS,$3 ,Feb,FY-2014,Q3,$923 ,"$1,166 ",1,LOCAL,Premium,Central and Eastern Europe
0.795555556,$358 ,ADRIA AIRWAYS,$1 ,Feb,FY-2015,Q3,$0 ,$644 ,2,LOCAL,Domestic,Central and Eastern Europe
1.291891892,$359 ,ADRIA AIRWAYS,$1 ,Feb,FY-2015,Q3,$71 ,$645 ,2,LOCAL,Freight,Central and Eastern Europe
0.111940299,$158 ,ADRIA AIRWAYS,$0 ,Feb,FY-2015,Q3,$73 ,$284 ,2,LOCAL,Premium,Central and Eastern Europe
1.016216216,$376 ,ADRIA AIRWAYS,$1 ,Mar,FY-2014,Q3,$0 ,$338 ,1,Corporate Office,Domestic,Corporate Office
0.649687221,$364 ,ADRIA AIRWAYS,$1 ,Mar,FY-2014,Q3,$0 ,$654 ,2,LOCAL,Domestic,Central and Eastern Europe
1.094827586,$635 ,ADRIA AIRWAYS,$1 ,Mar,FY-2014,Q3,$1 ,$572 ,1,Western Europe,Premium,Western Europe
0.629292929,$623 ,ADRIA AIRWAYS,$1 ,Mar,FY-2015,Q3,$0 ,$561 ,1,Corporate Office,Premium,Corporate Office
0.163299663,$194 ,ADRIA AIRWAYS,$0 ,Mar,FY-2015,Q3,$0 ,$175 ,1,LOCAL,Premium,Central and Eastern Europe
0.475968992,$614 ,ADRIA AIRWAYS,$0 ,Apr,FY-2014,Q4,$64 ,$553 ,1,LOCAL,Budget,Central and Eastern Europe
1.551351351,$287 ,ADRIA AIRWAYS,$2 ,Apr,FY-2014,Q4,$0 ,$258 ,1,LOCAL,Domestic,Business
1.859459459,$688 ,ADRIA AIRWAYS,$2 ,May,FY-2014,Q4,$0 ,$619 ,1,Corporate Office,Premium,Corporate Office
0.903822441,$367 ,ADRIA AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,$660 ,2,LOCAL,Domestic,Central and Eastern Europe
0.959443801,$552 ,ADRIA AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,"$1,490 ",3,LOCAL,Premium,Central and Eastern Europe
1.135103926,$492 ,ADRIA AIRWAYS,$1 ,Jun,FY-2014,Q4,$0 ,$885 ,2,LOCAL,Domestic,Central and Eastern Europe
0.403225806,$150 ,AEGEAN AIRLINES,$0 ,Oct,FY-2015,Q2,$0 ,$135 ,1,LOCAL,Freight,Business
0.439086294,$173 ,AEGEAN AVIATION S.A.,$0 ,Jul,FY-2015,Q1,$10 ,$311 ,2,LOCAL,Premium,Central and Eastern Europe
0.601694915,$178 ,AEGEAN AVIATION S.A.,$1 ,Aug,FY-2015,Q1,$0 ,$320 ,2,LOCAL,Domestic,Central and Eastern Europe
0.462944162,$182 ,AEGEAN AVIATION S.A.,$0 ,Sep,FY-2015,Q1,($44),$821 ,5,LOCAL,Domestic,Central and Eastern Europe
0.328680203,$130 ,AEGEAN AVIATION S.A.,$0 ,Sep,FY-2015,Q1,$8 ,$233 ,2,LOCAL,Freight,Central and Eastern Europe
0.819796954,$323 ,AEGEAN AVIATION S.A.,$1 ,Oct,FY-2015,Q2,$5 ,$291 ,1,Corporate Office,Domestic,Corporate Office
0.819796954,$323 ,AEGEAN AVIATION S.A.,$1 ,Oct,FY-2015,Q2,$10 ,$581 ,2,LOCAL,Domestic,Central and Eastern Europe
0.269273128,$147 ,AEGEAN AVIATION S.A.,$0 ,Nov,FY-2015,Q2,$110 ,"$1,320 ",10,LOCAL,Domestic,Central and Eastern Europe
0.390862944,$154 ,AEGEAN AVIATION S.A.,$0 ,Nov,FY-2015,Q2,$4 ,$139 ,1,LOCAL,Freight,Central and Eastern Europe
0.371052632,$141 ,AEGEAN AVIATION S.A.,$0 ,Nov,FY-2015,Q2,$10 ,$254 ,2,LOCAL,Premium,Central and Eastern Europe
0.467005076,$184 ,AEGEAN AVIATION S.A.,$0 ,Jan,FY-2015,Q3,$5 ,$166 ,1,Corporate Office,Freight,Corporate Office
0.294420601,$172 ,AEGEAN AVIATION S.A.,$0 ,Jan,FY-2015,Q3,$11 ,$617 ,4,LOCAL,Domestic,Central and Eastern Europe
0.362944162,$143 ,AEGEAN AVIATION S.A.,$0 ,Jan,FY-2015,Q3,$11 ,$257 ,2,LOCAL,Freight,Central and Eastern Europe
0.340101523,$67 ,AEGEAN AVIATION S.A.,$0 ,Jan,FY-2015,Q3,$0 ,$60 ,1,LOCAL,Premium,Central and Eastern Europe
0.746192893,$294 ,AEGEAN AVIATION S.A.,$1 ,Feb,FY-2014,Q3,$34 ,$265 ,1,Corporate Office,Domestic,Corporate Office
0.626395939,$247 ,AEGEAN AVIATION S.A.,$1 ,Feb,FY-2014,Q3,$337 ,"$1,111 ",5,LOCAL,Domestic,Central and Eastern Europe
0.680995475,$301 ,AEGEAN AVIATION S.A.,$1 ,Feb,FY-2014,Q3,$9 ,$542 ,2,LOCAL,Premium,Central and Eastern Europe
0.200312989,$256 ,AEGEAN AVIATION S.A.,$0 ,Feb,FY-2015,Q3,$0 ,$230 ,1,Corporate Office,Premium,Corporate Office
0.223350254,$88 ,AEGEAN AVIATION S.A.,$0 ,Feb,FY-2015,Q3,$2 ,$79 ,1,LOCAL,Domestic,Central and Eastern Europe
0.398477157,$157 ,AEGEAN AVIATION S.A.,$0 ,Feb,FY-2015,Q3,$4 ,$141 ,1,LOCAL,Freight,Central and Eastern Europe
0.614130435,$226 ,AEGEAN AVIATION S.A.,$1 ,Mar,FY-2014,Q3,$5 ,$203 ,1,Corporate Office,Domestic,Corporate Office
0.537017167,$200 ,AEGEAN AVIATION S.A.,$1 ,Mar,FY-2014,Q3,$41 ,"$1,802 ",10,LOCAL,Domestic,Central and Eastern Europe
0.214285714,$531 ,AEGEAN AVIATION S.A.,$0 ,Mar,FY-2014,Q3,$0 ,$478 ,1,LOCAL,Freight,Central and Eastern Europe
0.60768673,$239 ,AEGEAN AVIATION S.A.,$1 ,Mar,FY-2014,Q3,$34 ,"$1,508 ",7,LOCAL,Premium,Central and Eastern Europe
0.300524934,$115 ,AEGEAN AVIATION S.A.,$0 ,Mar,FY-2015,Q3,$12 ,$412 ,4,LOCAL,Domestic,Central and Eastern Europe
0.461928934,$182 ,AEGEAN AVIATION S.A.,$0 ,Mar,FY-2015,Q3,$6 ,$164 ,1,LOCAL,Premium,Central and Eastern Europe
0.191193075,$508 ,AEGEAN AVIATION S.A.,$0 ,Apr,FY-2014,Q4,$11 ,$914 ,2,Corporate Office,Domestic,Corporate Office
0.472081218,$186 ,AEGEAN AVIATION S.A.,$0 ,Apr,FY-2014,Q4,$4 ,$167 ,1,LOCAL,Domestic,Central and Eastern Europe
0.626903553,$247 ,AEGEAN AVIATION S.A.,$1 ,Jun,FY-2014,Q4,$5 ,$222 ,1,LOCAL,Premium,Central and Eastern Europe
0.244036697,$266 ,AER LINGUS,$0 ,Jul,FY-2015,Q1,$0 ,$239 ,1,Corporate Office,Domestic,Corporate Office
0.538229376,$535 ,AER LINGUS,$1 ,Aug,FY-2015,Q1,$0 ,$482 ,1,Corporate Office,Domestic,Corporate Office
0.208791209,$304 ,AER LINGUS,$0 ,Aug,FY-2015,Q1,$0 ,$274 ,1,Corporate Office,Premium,Corporate Office
0.120551601,$271 ,AER LINGUS,$0 ,Aug,FY-2015,Q1,$0 ,$244 ,1,Western Europe,Budget,Western Europe
0.166147687,$374 ,AER LINGUS,$0 ,Aug,FY-2015,Q1,$0 ,$672 ,2,Western Europe,Freight,Western Europe
0.271978022,$396 ,AER LINGUS,$0 ,Sep,FY-2015,Q1,$0 ,$356 ,1,Corporate Office,Domestic,Corporate Office
0.138790036,$312 ,AER LINGUS,$0 ,Sep,FY-2015,Q1,$0 ,$281 ,1,Western Europe,Domestic,Western Europe
0.129714286,$227 ,AER LINGUS,$0 ,Oct,FY-2015,Q2,$0 ,$204 ,1,Corporate Office,Domestic,Corporate Office
0.264922871,$263 ,AER LINGUS,$0 ,Nov,FY-2015,Q2,$65 ,$711 ,3,Corporate Office,Domestic,Corporate Office
0.334685598,$165 ,AER LINGUS,$0 ,Nov,FY-2015,Q2,$0 ,$149 ,1,LOCAL,Domestic,Business
0.114893617,$135 ,AER LINGUS,$0 ,Nov,FY-2015,Q2,$0 ,$122 ,1,Western Europe,Budget,Western Europe
0.202839757,$200 ,AER LINGUS,$0 ,Dec,FY-2015,Q2,$0 ,$180 ,1,Corporate Office,Premium,Corporate Office
0.829479769,$287 ,AER LINGUS,$1 ,Jan,FY-2014,Q3,$0 ,$258 ,1,Corporate Office,Domestic,Corporate Office
0.19168357,$189 ,AER LINGUS,$0 ,Jan,FY-2014,Q3,$0 ,$170 ,1,Corporate Office,Premium,Corporate Office
1.319548872,$351 ,AER LINGUS,$1 ,Feb,FY-2014,Q3,$85 ,$316 ,1,Corporate Office,Budget,Corporate Office
0.255533199,$254 ,AER LINGUS,$0 ,Feb,FY-2014,Q3,$0 ,$229 ,1,LOCAL,Domestic,Business
0.797687861,$276 ,AER LINGUS,$1 ,Feb,FY-2015,Q3,$0 ,$248 ,1,Corporate Office,Premium,Corporate Office
0.703853955,$347 ,AER LINGUS,$1 ,Feb,FY-2015,Q3,$0 ,$312 ,1,Western Europe,Domestic,Western Europe
0.071322437,$96 ,AER LINGUS,$0 ,Feb,FY-2015,Q3,$0 ,$86 ,1,Western Europe,Premium,Western Europe
0.664300203,$655 ,AER LINGUS,$1 ,Mar,FY-2014,Q3,$0 ,$590 ,1,Corporate Office,Domestic,Corporate Office
0.136820926,$136 ,AER LINGUS,$0 ,Mar,FY-2014,Q3,$0 ,$122 ,1,LOCAL,Domestic,Business
0.450617284,$73 ,AER LINGUS,$0 ,Mar,FY-2015,Q3,$0 ,$66 ,1,LOCAL,Budget,Business
0.539278132,$508 ,AER LINGUS,$1 ,Apr,FY-2014,Q4,$0 ,$457 ,1,Western Europe,Domestic,Western Europe
0.404426559,$402 ,AER LINGUS,$0 ,May,FY-2014,Q4,$0 ,$362 ,1,Corporate Office,Domestic,Corporate Office
0.659229209,$650 ,AER LINGUS,$1 ,May,FY-2014,Q4,$0 ,$585 ,1,Western Europe,Freight,Western Europe
0.768488746,$478 ,AER LINGUS,$1 ,Jun,FY-2014,Q4,$0 ,$430 ,1,Corporate Office,Premium,Corporate Office
0.179125529,$254 ,AEROFLOT NORD,$0 ,Sep,FY-2015,Q1,$0 ,$229 ,1,LOCAL,Premium,Central and Eastern Europe
0.271398747,$260 ,AEROFLOT NORD,$0 ,Nov,FY-2015,Q2,$74 ,$234 ,1,LOCAL,Domestic,Central and Eastern Europe
0.239640344,$307 ,AEROFLOT NORD,$0 ,Jan,FY-2015,Q3,$0 ,$552 ,2,LOCAL,Premium,Central and Eastern Europe
0.227480916,$149 ,AEROFLOT NORD,$0 ,Feb,FY-2014,Q3,$0 ,$134 ,1,LOCAL,Budget,Central and Eastern Europe
0.162613982,$193 ,AEROFLOT RUSSIAN  AIRLINES,$0 ,Aug,FY-2015,Q1,$334 ,$867 ,5,LOCAL,Freight,Business
0.192592593,$468 ,AEROFLOT RUSSIAN  AIRLINES,$0 ,Oct,FY-2015,Q2,$0 ,$421 ,1,LOCAL,Freight,Business
0.186666912,$533 ,AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,$0 ,"$9,113 ",19,Corporate Office,Premium,Corporate Office
0.1548583,$612 ,AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,$0 ,$551 ,1,Germany,Budget,Northern Europe
0.127854454,"$1,019 ",AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,$0 ,"$1,834 ",2,LOCAL,Budget,Central and Eastern Europe
0.207733813,$462 ,AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,$0 ,$416 ,1,LOCAL,Domestic,Central and Eastern Europe
0.275418275,$428 ,AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,$0 ,$385 ,1,LOCAL,Freight,Central and Eastern Europe
0.259683529,$386 ,AEROFLOT RUSSIAN AIR,$0 ,Jul,FY-2015,Q1,"$1,174 ","$7,651 ",22,LOCAL,Premium,Central and Eastern Europe
0.217333333,$652 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$0 ,$587 ,1,Corporate Office,Budget,Corporate Office
0.177113371,$584 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$0 ,"$1,050 ",2,Corporate Office,Domestic,Corporate Office
0.156967138,$399 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$129 ,"$5,387 ",15,Corporate Office,Premium,Corporate Office
0.158936652,$562 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$0 ,$506 ,1,LOCAL,Budget,Central and Eastern Europe
0.219050064,$533 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$136 ,"$3,839 ",8,LOCAL,Domestic,Central and Eastern Europe
0.109777881,$471 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$0 ,"$2,544 ",6,LOCAL,Freight,Central and Eastern Europe
0.489871087,$532 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,$241 ,$479 ,1,LOCAL,Premium,Business
0.218991992,$656 ,AEROFLOT RUSSIAN AIR,$0 ,Aug,FY-2015,Q1,"$5,439 ","$31,280 ",53,LOCAL,Premium,Central and Eastern Europe
0.170339933,$456 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$0 ,$410 ,1,Corporate Office,Domestic,Corporate Office
0.148105881,$367 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$508 ,"$9,578 ",29,Corporate Office,Premium,Corporate Office
0.158891455,$413 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$157 ,"$1,858 ",5,LOCAL,Budget,Central and Eastern Europe
0.086414399,$531 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$121 ,"$1,435 ",3,LOCAL,Domestic,Central and Eastern Europe
0.140518417,$721 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$0 ,$649 ,1,LOCAL,Freight,Business
0.157162848,$300 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,$196 ,"$1,617 ",6,LOCAL,Freight,Central and Eastern Europe
0.16713342,$420 ,AEROFLOT RUSSIAN AIR,$0 ,Sep,FY-2015,Q1,"$3,613 ","$27,984 ",74,LOCAL,Premium,Central and Eastern Europe
0.32815534,$676 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2014,Q2,$423 ,$608 ,1,Corporate Office,Premium,Corporate Office
0.063995354,$551 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,$0 ,$496 ,1,Corporate Office,Domestic,Corporate Office
0.167847708,$381 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,$355 ,"$7,205 ",21,Corporate Office,Premium,Corporate Office
0.23436513,$371 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,$0 ,$668 ,2,LOCAL,Budget,Central and Eastern Europe
0.224991692,$271 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,$0 ,"$1,219 ",5,LOCAL,Domestic,Central and Eastern Europe
0.194529773,$329 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,$51 ,"$2,964 ",10,LOCAL,Freight,Central and Eastern Europe
0.168142255,$409 ,AEROFLOT RUSSIAN AIR,$0 ,Oct,FY-2015,Q2,"$2,236 ","$20,237 ",55,LOCAL,Premium,Central and Eastern Europe
0.112527716,$406 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2014,Q2,$96 ,$365 ,1,Corporate Office,Premium,Corporate Office
0.336355908,$594 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2014,Q2,$489 ,"$1,068 ",2,LOCAL,Premium,Central and Eastern Europe
1.220787605,"$1,891 ",AEROFLOT RUSSIAN AIR,$1 ,Nov,FY-2014,Q2,$0 ,"$1,702 ",1,United States,Domestic,United States
0.14048474,$313 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$0 ,$282 ,1,Corporate Office,Budget,Corporate Office
0.275656325,$462 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$0 ,$832 ,2,Corporate Office,Domestic,Corporate Office
0.174170848,$267 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$0 ,"$4,811 ",20,Corporate Office,Premium,Corporate Office
0.147919463,$367 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$101 ,$992 ,3,LOCAL,Budget,Central and Eastern Europe
0.194107452,$261 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$0 ,"$1,411 ",6,LOCAL,Domestic,Central and Eastern Europe
0.159507499,$287 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,$129 ,"$1,551 ",6,LOCAL,Freight,Central and Eastern Europe
0.167355258,$284 ,AEROFLOT RUSSIAN AIR,$0 ,Nov,FY-2015,Q2,"$1,402 ","$16,332 ",64,LOCAL,Premium,Central and Eastern Europe
0.222813239,$377 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,$0 ,$339 ,1,Corporate Office,Freight,Corporate Office
0.218318084,$449 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,$809 ,"$6,056 ",15,Corporate Office,Premium,Corporate Office
0.133426047,$408 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,$284 ,"$1,468 ",4,LOCAL,Domestic,Central and Eastern Europe
0.313238771,$530 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,$0 ,$477 ,1,LOCAL,Freight,Business
0.307561023,$478 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,"$1,685 ","$8,596 ",20,LOCAL,Freight,Central and Eastern Europe
0.11308204,$408 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2014,Q2,$0 ,$734 ,2,LOCAL,Premium,Central and Eastern Europe
0.090650407,$223 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,$201 ,1,Corporate Office,Domestic,Corporate Office
0.136669659,$305 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,$548 ,2,Corporate Office,Freight,Corporate Office
0.161625869,$272 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$351 ,"$5,146 ",21,Corporate Office,Premium,Corporate Office
0.120535714,$216 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,$194 ,1,LOCAL,Budget,Central and Eastern Europe
0.090650407,$223 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,$201 ,1,LOCAL,Domestic,Business
0.137325958,$206 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$59 ,"$1,296 ",7,LOCAL,Domestic,Central and Eastern Europe
0.100079486,$346 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,"$1,247 ",4,LOCAL,Freight,Central and Eastern Europe
0.140021215,$231 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$0 ,$832 ,4,LOCAL,Premium,Business
0.153086126,$219 ,AEROFLOT RUSSIAN AIR,$0 ,Dec,FY-2015,Q2,$965 ,"$9,259 ",47,LOCAL,Premium,Central and Eastern Europe
0.106382979,$90 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,$0 ,$81 ,1,Corporate Office,Freight,Corporate Office
0.135148525,$359 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,$731 ,"$6,138 ",19,Corporate Office,Premium,Corporate Office
0.151598235,$324 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,$14 ,"$2,040 ",7,LOCAL,Budget,Central and Eastern Europe
0.129238311,$435 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,$44 ,"$3,132 ",8,LOCAL,Domestic,Central and Eastern Europe
0.098743792,$193 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,$61 ,"$1,217 ",7,LOCAL,Freight,Central and Eastern Europe
0.163204395,$263 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2014,Q3,"$1,187 ","$11,122 ",47,LOCAL,Premium,Central and Eastern Europe
0.24556213,$332 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2015,Q3,$0 ,$598 ,2,Corporate Office,Domestic,Corporate Office
0.101006944,$226 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2015,Q3,$190 ,"$4,072 ",20,Corporate Office,Premium,Corporate Office
0.103166496,$135 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2015,Q3,$0 ,$364 ,3,LOCAL,Budget,Central and Eastern Europe
0.102445034,$360 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2015,Q3,$0 ,$973 ,3,LOCAL,Domestic,Central and Eastern Europe
0.096415063,$202 ,AEROFLOT RUSSIAN AIR,$0 ,Jan,FY-2015,Q3,$298 ,"$5,277 ",29,LOCAL,Premium,Central and Eastern Europe
0.241634799,$506 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$0 ,$910 ,2,Corporate Office,Domestic,Corporate Office
0.180631004,$355 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$28 ,"$6,075 ",19,Corporate Office,Premium,Corporate Office
0.174950625,$266 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$0 ,$957 ,4,LOCAL,Budget,Central and Eastern Europe
0.088691796,$160 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$0 ,$144 ,1,LOCAL,Domestic,Business
0.204531902,$386 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$843 ,"$2,778 ",8,LOCAL,Domestic,Central and Eastern Europe
0.165745856,$90 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$0 ,$81 ,1,LOCAL,Freight,Business
0.129992909,$157 ,AEROFLOT RUSSIAN AIR,$0 ,Feb,FY-2014,Q3,$31 ,$990 ,7,LOCAL,Freight,Central and Eastern Europe
